metric,iteration,classifier,adjuster,dataset,p_column,c_column,c_value,value
roc_auc_score,0,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.701244
roc_auc_score,1,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.681963
roc_auc_score,2,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.716168
roc_auc_score,3,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.697928
roc_auc_score,4,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.60801
roc_auc_score,5,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.663546
roc_auc_score,6,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.748191
roc_auc_score,7,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.721019
roc_auc_score,8,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.699231
roc_auc_score,9,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.734775
mutual_info_score,0,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.093519
mutual_info_score,1,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.04345
mutual_info_score,2,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.01898
mutual_info_score,3,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.042572
mutual_info_score,4,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.004744
mutual_info_score,5,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.039751
mutual_info_score,6,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.081773
mutual_info_score,7,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.093066
mutual_info_score,8,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.074753
mutual_info_score,9,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.085842
accuracy_score,0,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.661425
accuracy_score,1,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.625501
accuracy_score,2,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.604224
accuracy_score,3,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.625655
accuracy_score,4,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.561363
accuracy_score,5,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.625501
accuracy_score,6,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.676072
accuracy_score,7,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.655412
accuracy_score,8,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.661887
accuracy_score,9,RandomForest,combat,gse20194,meta_batch,meta_er_status,P,0.647549
roc_auc_score,0,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.942255
roc_auc_score,1,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.891735
roc_auc_score,2,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.905722
roc_auc_score,3,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.917265
roc_auc_score,4,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.865282
roc_auc_score,5,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.930083
roc_auc_score,6,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.895058
roc_auc_score,7,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.932921
roc_auc_score,8,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.902154
roc_auc_score,9,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.909564
mutual_info_score,0,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.402258
mutual_info_score,1,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.273876
mutual_info_score,2,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.309744
mutual_info_score,3,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.311912
mutual_info_score,4,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.294236
mutual_info_score,5,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.468861
mutual_info_score,6,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.395895
mutual_info_score,7,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.380524
mutual_info_score,8,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.389522
mutual_info_score,9,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.317355
accuracy_score,0,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.856306
accuracy_score,1,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.798335
accuracy_score,2,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.812673
accuracy_score,3,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.81992
accuracy_score,4,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.80589
accuracy_score,5,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.870336
accuracy_score,6,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.834567
accuracy_score,7,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.848597
accuracy_score,8,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.841659
accuracy_score,9,HistGradientBoosting,combat,gse20194,meta_batch,meta_er_status,P,0.813136
roc_auc_score,0,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.765044
roc_auc_score,1,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.65979
roc_auc_score,2,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.700422
roc_auc_score,3,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.705703
roc_auc_score,4,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.663082
roc_auc_score,5,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.690418
roc_auc_score,6,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.753686
roc_auc_score,7,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.728204
roc_auc_score,8,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.727692
roc_auc_score,9,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.775372
mutual_info_score,0,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.089618
mutual_info_score,1,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.029978
mutual_info_score,2,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.032952
mutual_info_score,3,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.028923
mutual_info_score,4,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.017204
mutual_info_score,5,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.050609
mutual_info_score,6,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.08441
mutual_info_score,7,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.059847
mutual_info_score,8,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.087702
mutual_info_score,9,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.094742
accuracy_score,0,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.675917
accuracy_score,1,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.618717
accuracy_score,2,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.618563
accuracy_score,3,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.618717
accuracy_score,4,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.575702
accuracy_score,5,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.640148
accuracy_score,6,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.683472
accuracy_score,7,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.640919
accuracy_score,8,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.683318
accuracy_score,9,RandomForest,combat_target,gse20194,meta_batch,meta_er_status,P,0.662195
roc_auc_score,0,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.96443
roc_auc_score,1,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.944424
roc_auc_score,2,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.934382
roc_auc_score,3,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.949518
roc_auc_score,4,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.928063
roc_auc_score,5,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.936905
roc_auc_score,6,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.914954
roc_auc_score,7,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.947721
roc_auc_score,8,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.900775
roc_auc_score,9,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.976836
mutual_info_score,0,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.497602
mutual_info_score,1,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.452635
mutual_info_score,2,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.447231
mutual_info_score,3,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.478041
mutual_info_score,4,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.340691
mutual_info_score,5,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.37577
mutual_info_score,6,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.396986
mutual_info_score,7,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.476673
mutual_info_score,8,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.301867
mutual_info_score,9,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.555643
accuracy_score,0,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.892075
accuracy_score,1,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.855689
accuracy_score,2,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.862936
accuracy_score,3,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.884675
accuracy_score,4,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.827629
accuracy_score,5,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.834258
accuracy_score,6,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.849368
accuracy_score,7,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.884983
accuracy_score,8,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.812673
accuracy_score,9,HistGradientBoosting,combat_target,gse20194,meta_batch,meta_er_status,P,0.89963
roc_auc_score,0,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.99294
roc_auc_score,1,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.97577
roc_auc_score,2,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.978906
roc_auc_score,3,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.978156
roc_auc_score,4,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.952409
roc_auc_score,5,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.949085
roc_auc_score,6,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.978929
roc_auc_score,7,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.977904
roc_auc_score,8,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.97794
roc_auc_score,9,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.979241
mutual_info_score,0,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.59803
mutual_info_score,1,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.562619
mutual_info_score,2,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.645021
mutual_info_score,3,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.6173
mutual_info_score,4,RandomForest,limma,gse20194,meta_batch,meta_er_status,P,0.535698
