metric,iteration,classifier,adjuster,dataset,p_column,c_column,c_value,value
roc_auc_score,0,RandomForest,combat,gse20194,meta_er_status,None,None,0.949058
roc_auc_score,1,RandomForest,combat,gse20194,meta_er_status,None,None,0.952134
roc_auc_score,2,RandomForest,combat,gse20194,meta_er_status,None,None,0.951007
roc_auc_score,3,RandomForest,combat,gse20194,meta_er_status,None,None,0.950366
roc_auc_score,4,RandomForest,combat,gse20194,meta_er_status,None,None,0.95242
roc_auc_score,5,RandomForest,combat,gse20194,meta_er_status,None,None,0.950374
roc_auc_score,6,RandomForest,combat,gse20194,meta_er_status,None,None,0.956203
roc_auc_score,7,RandomForest,combat,gse20194,meta_er_status,None,None,0.941214
roc_auc_score,8,RandomForest,combat,gse20194,meta_er_status,None,None,0.950775
roc_auc_score,9,RandomForest,combat,gse20194,meta_er_status,None,None,0.954363
mutual_info_score,0,RandomForest,combat,gse20194,meta_er_status,None,None,0.444
mutual_info_score,1,RandomForest,combat,gse20194,meta_er_status,None,None,0.472646
mutual_info_score,2,RandomForest,combat,gse20194,meta_er_status,None,None,0.448868
mutual_info_score,3,RandomForest,combat,gse20194,meta_er_status,None,None,0.504049
mutual_info_score,4,RandomForest,combat,gse20194,meta_er_status,None,None,0.508586
mutual_info_score,5,RandomForest,combat,gse20194,meta_er_status,None,None,0.472701
mutual_info_score,6,RandomForest,combat,gse20194,meta_er_status,None,None,0.476716
mutual_info_score,7,RandomForest,combat,gse20194,meta_er_status,None,None,0.469931
mutual_info_score,8,RandomForest,combat,gse20194,meta_er_status,None,None,0.472164
mutual_info_score,9,RandomForest,combat,gse20194,meta_er_status,None,None,0.487689
accuracy_score,0,RandomForest,combat,gse20194,meta_er_status,None,None,0.881579
accuracy_score,1,RandomForest,combat,gse20194,meta_er_status,None,None,0.885965
accuracy_score,2,RandomForest,combat,gse20194,meta_er_status,None,None,0.881579
accuracy_score,3,RandomForest,combat,gse20194,meta_er_status,None,None,0.899123
accuracy_score,4,RandomForest,combat,gse20194,meta_er_status,None,None,0.894737
accuracy_score,5,RandomForest,combat,gse20194,meta_er_status,None,None,0.890351
accuracy_score,6,RandomForest,combat,gse20194,meta_er_status,None,None,0.885965
accuracy_score,7,RandomForest,combat,gse20194,meta_er_status,None,None,0.885965
accuracy_score,8,RandomForest,combat,gse20194,meta_er_status,None,None,0.885965
accuracy_score,9,RandomForest,combat,gse20194,meta_er_status,None,None,0.890351
roc_auc_score,0,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.953412
roc_auc_score,1,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.950782
roc_auc_score,2,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.952467
roc_auc_score,3,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.943177
roc_auc_score,4,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.945755
roc_auc_score,5,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.948778
roc_auc_score,6,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.957246
roc_auc_score,7,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.93719
roc_auc_score,8,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.950667
roc_auc_score,9,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.944445
mutual_info_score,0,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.564954
mutual_info_score,1,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.593739
mutual_info_score,2,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.608931
mutual_info_score,3,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.515178
mutual_info_score,4,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.593405
mutual_info_score,5,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.590306
mutual_info_score,6,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.574763
mutual_info_score,7,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.566831
mutual_info_score,8,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.596035
mutual_info_score,9,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.615607
accuracy_score,0,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.916667
accuracy_score,1,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.925439
accuracy_score,2,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.929825
accuracy_score,3,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.903509
accuracy_score,4,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.925439
accuracy_score,5,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.921053
accuracy_score,6,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.916667
accuracy_score,7,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.916667
accuracy_score,8,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.925439
accuracy_score,9,HistGradientBoosting,combat,gse20194,meta_er_status,None,None,0.921053
roc_auc_score,0,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.941768
roc_auc_score,1,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.947981
roc_auc_score,2,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.949431
roc_auc_score,3,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.950466
roc_auc_score,4,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.953131
roc_auc_score,5,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.950114
roc_auc_score,6,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.955139
roc_auc_score,7,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.93709
roc_auc_score,8,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.945526
roc_auc_score,9,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.951127
mutual_info_score,0,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.420316
mutual_info_score,1,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.472646
mutual_info_score,2,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.473364
mutual_info_score,3,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.49159
mutual_info_score,4,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.538331
mutual_info_score,5,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.488377
mutual_info_score,6,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.47712
mutual_info_score,7,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.488893
mutual_info_score,8,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.514558
mutual_info_score,9,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.47363
accuracy_score,0,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.872807
accuracy_score,1,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.885965
accuracy_score,2,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.890351
accuracy_score,3,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.894737
accuracy_score,4,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.907895
accuracy_score,5,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.894737
accuracy_score,6,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.885965
accuracy_score,7,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.885965
accuracy_score,8,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.899123
accuracy_score,9,RandomForest,combat_target,gse20194,meta_er_status,None,None,0.885965
roc_auc_score,0,HistGradientBoosting,combat_target,gse20194,meta_er_status,None,None,0.936948
roc_auc_score,1,HistGradientBoosting,combat_target,gse20194,meta_er_status,None,None,0.956598
roc_auc_score,2,HistGradientBoosting,combat_target,gse20194,meta_er_status,None,None,0.948352
roc_auc_score,3,HistGradientBoosting,combat_target,gse20194,meta_er_status,None,None,0.946091
roc_auc_score,4,HistGradientBoosting,combat_target,gse20194,meta_er_status,None,None,0.946229
roc_auc_score,5,HistGradientBoosting,combat_target,gse20194,meta_er_status,None,None,0.948947
